"Notes"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	4	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	7	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			11	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	16	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	6	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			22	40956700	0.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	162	20369100	0.8
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	143	20587600	0.7
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			305	40956700	0.7
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2017"	"2017"	3	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	1	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			4	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	7	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	7	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			14	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	1998	20369100	9.8
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	2126	20587600	10.3
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			4124	40956700	10.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	43	20369100	0.2
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	60	20587600	0.3
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by drowning and submersion"	"X71"			103	40956700	0.3
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	647	20369100	3.2
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	698	20587600	3.4
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by handgun discharge"	"X72"			1345	40956700	3.3
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	338	20369100	1.7
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	310	20587600	1.5
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			648	40956700	1.6
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1605	20369100	7.9
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1695	20587600	8.2
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			3300	40956700	8.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	18	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	26	20587600	0.1
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by smoke, fire and flames"	"X76"			44	40956700	0.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	101	20369100	0.5
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	110	20587600	0.5
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by sharp object"	"X78"			211	40956700	0.5
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by blunt object"	"X79"	"2017"	"2017"	1	20369100	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by blunt object"	"X79"			1	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	120	20369100	0.6
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	143	20587600	0.7
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping from a high place"	"X80"			263	40956700	0.6
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	89	20369100	0.4
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	81	20587600	0.4
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by jumping or lying before moving object"	"X81"			170	40956700	0.4
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	23	20369100	0.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	20	20587600	0.1
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by crashing of motor vehicle"	"X82"			43	40956700	0.1
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	9	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	5	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by other specified means"	"X83"			14	40956700	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	15	20369100	Unreliable
	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	10	20587600	Unreliable
"Total"	"Male"	"M"	"35-44 years"	"35-44"	"Intentional self-harm by unspecified means"	"X84"			25	40956700	0.1
"Total"	"Male"	"M"	"35-44 years"	"35-44"					11363	40956700	27.7
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	11	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	8	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			19	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	116	20906357	0.6
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	106	20541202	0.5
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			222	41447559	0.5
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	70	20906357	0.3
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	61	20541202	0.3
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			131	41447559	0.3
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	11	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	5	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			16	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	340	20906357	1.6
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	285	20541202	1.4
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			625	41447559	1.5
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	1	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	3	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			4	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	22	20906357	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	7	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			29	41447559	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	200	20906357	1.0
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	203	20541202	1.0
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			403	41447559	1.0
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	2	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			2	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	2	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	17	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			19	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	1836	20906357	8.8
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	1909	20541202	9.3
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			3745	41447559	9.0
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	59	20906357	0.3
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	50	20541202	0.2
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by drowning and submersion"	"X71"			109	41447559	0.3
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	745	20906357	3.6
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	799	20541202	3.9
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by handgun discharge"	"X72"			1544	41447559	3.7
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	493	20906357	2.4
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	428	20541202	2.1
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			921	41447559	2.2
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	1965	20906357	9.4
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	1876	20541202	9.1
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			3841	41447559	9.3
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by explosive material"	"X75"	"2018"	"2018"	1	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by explosive material"	"X75"			1	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	22	20906357	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	31	20541202	0.2
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by smoke, fire and flames"	"X76"			53	41447559	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	168	20906357	0.8
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	152	20541202	0.7
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by sharp object"	"X78"			320	41447559	0.8
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	128	20906357	0.6
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	130	20541202	0.6
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping from a high place"	"X80"			258	41447559	0.6
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	85	20906357	0.4
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	79	20541202	0.4
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by jumping or lying before moving object"	"X81"			164	41447559	0.4
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	23	20906357	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	25	20541202	0.1
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by crashing of motor vehicle"	"X82"			48	41447559	0.1
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	10	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	7	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by other specified means"	"X83"			17	41447559	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	14	20906357	Unreliable
	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	12	20541202	Unreliable
"Total"	"Male"	"M"	"45-54 years"	"45-54"	"Intentional self-harm by unspecified means"	"X84"			26	41447559	0.1
"Total"	"Male"	"M"	"45-54 years"	"45-54"					12517	41447559	30.2
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	11	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	6	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"			17	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	88	20257803	0.4
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	99	20398863	0.5
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"			187	40656666	0.5
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	72	20257803	0.4
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	70	20398863	0.3
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"			142	40656666	0.3
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	7	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	8	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"			15	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	311	20257803	1.5
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	291	20398863	1.4
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"			602	40656666	1.5
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	9	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2018"	"2018"	1	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to alcohol"	"X65"			10	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	16	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	16	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"			32	40656666	0.1
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	173	20257803	0.9
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	215	20398863	1.1
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"			388	40656666	1.0
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2017"	"2017"	1	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to pesticides"	"X68"	"2018"	"2018"	2	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to pesticides"	"X68"			3	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	10	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	8	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"			18	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	1303	20257803	6.4
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	1524	20398863	7.5
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"			2827	40656666	7.0
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	43	20257803	0.2
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	50	20398863	0.2
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by drowning and submersion"	"X71"			93	40656666	0.2
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	888	20257803	4.4
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	900	20398863	4.4
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by handgun discharge"	"X72"			1788	40656666	4.4
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	533	20257803	2.6
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	506	20398863	2.5
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"			1039	40656666	2.6
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	2153	20257803	10.6
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	2333	20398863	11.4
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"			4486	40656666	11.0
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"	"2017"	"2017"	1	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"	"2018"	"2018"	2	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by explosive material"	"X75"			3	40656666	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	26	20257803	0.1
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	31	20398863	0.2
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by smoke, fire and flames"	"X76"			57	40656666	0.1
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	164	20257803	0.8
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	193	20398863	0.9
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by sharp object"	"X78"			357	40656666	0.9
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	140	20257803	0.7
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	106	20398863	0.5
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping from a high place"	"X80"			246	40656666	0.6
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	49	20257803	0.2
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	69	20398863	0.3
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by jumping or lying before moving object"	"X81"			118	40656666	0.3
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	16	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	17	20398863	Unreliable
"Total"	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by crashing of motor vehicle"	"X82"			33	40656666	0.1
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	4	20257803	Unreliable
	"Male"	"M"	"55-64 years"	"55-64"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	9	20398863	Unreliable
